target_number,lon,lat,xpixel,ypixel,detecttime,inc_ang,reliability,nr_pixels,length,width,size_class,heading_range,heading_north,lwh_reliability,manual_add,noise,significance,threshold_tile,max_value,false_alarm_cause
124,105.647411,1.368082,17543.0,1441.0,2019-11-27 11:17:22.519,40.184,0,32,76.0,38.0,M,0.0,3.0,false,false,0,"0.0,0.0,10.683,9.094","0.0,0.0,75.778,160.154","0,0,230,375",
125,105.757622,1.39102,18795.0,1435.0,2019-11-27 11:17:22.519,40.778,0,2,22.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.778,2.162","0.0,0.0,55.264,110.371","0,0,31,85",
126,106.233065,1.501053,24223.0,1529.0,2019-11-27 11:17:22.519,43.232,0,74,235.0,56.0,L,0.0,164.0,false,false,0,"0.0,0.0,3.199,2.464","0.0,0.0,94.713,367.488","0,0,117,371",
127,106.233063,1.501503,24224.0,1534.0,2019-11-27 11:17:22.519,43.232,0,550,501.0,171.0,L,0.0,159.0,false,false,0,"0.0,0.0,3.295,3.197","0.0,0.0,90.238,290.579","0,0,117,371",
128,104.623288,1.122133,5830.0,1149.0,2019-11-27 11:17:22.519,34.102,0,6,56.0,16.0,S,0.0,80.0,false,false,0,"0.0,0.0,3.613,3.012","0.0,0.0,110.006,362.974","0,0,126,316",
129,104.253615,1.125384,1811.0,2021.0,2019-11-27 11:17:22.519,31.784,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,4.239,3.234","0.0,0.0,134.122,371.36","0,0,179,364",
130,104.224981,1.102481,1447.0,1843.0,2019-11-27 11:17:22.519,31.568,3,4,298.0,12.0,L,0.0,176.0,false,false,0,"0.0,0.0,3.373,2.689","0.0,0.0,158.336,376.764","0,0,187,371",TP
131,104.143827,1.098051,553.0,1980.0,2019-11-27 11:17:22.519,31.033,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.26,1.156","0.0,0.0,151.825,523.716","0,0,171,373",
132,104.140008,1.094798,504.0,1954.0,2019-11-27 11:17:22.519,31.004,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.596,2.529","0.0,0.0,152.083,428.479","0,0,171,339",
133,104.1412,1.092164,511.0,1924.0,2019-11-27 11:17:22.519,31.008,0,2,22.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.171,2.704","0.0,0.0,147.333,406.979","0,0,156,351",
134,104.211256,1.075451,1236.0,1587.0,2019-11-27 11:17:22.519,31.442,0,42,103.0,38.0,M,0.0,176.0,false,false,0,"0.0,0.0,5.247,10.939","0.0,0.0,137.356,422.586","0,0,221,1384",
135,104.265352,1.128974,1947.0,2033.0,2019-11-27 11:17:22.519,31.865,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.394,4.402","0.0,0.0,125.691,344.117","0,0,133,428",
136,104.255015,1.127037,1830.0,2036.0,2019-11-27 11:17:22.519,31.795,0,10,40.0,33.0,S,0.0,136.0,false,false,0,"0.0,0.0,4.378,4.506","0.0,0.0,129.63,361.076","0,0,176,463",
137,104.254404,1.126004,1821.0,2026.0,2019-11-27 11:17:22.519,31.79,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.94,4.94","0.0,0.0,132.06,365.137","0,0,96,510",
138,104.255407,1.126038,1832.0,2024.0,2019-11-27 11:17:22.519,31.797,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.47,3.691","0.0,0.0,133.721,367.898","0,0,152,403",
139,104.248053,1.12564,1751.0,2037.0,2019-11-27 11:17:22.519,31.749,0,16,343.0,72.0,L,0.0,146.0,false,false,0,"0.0,0.0,3.257,2.941","0.0,0.0,161.48,474.688","0,0,180,448",
140,104.24774,1.124941,1746.0,2030.0,2019-11-27 11:17:22.519,31.746,0,5,99.0,19.0,M,0.0,100.0,false,false,0,"0.0,0.0,4.313,4.207","0.0,0.0,132.195,367.963","0,0,180,448",
141,104.24577,1.124701,1724.0,2032.0,2019-11-27 11:17:22.519,31.733,0,14,87.0,50.0,M,0.0,121.0,false,false,0,"0.0,0.0,3.666,3.201","0.0,0.0,143.682,412.855","0,0,175,418",
142,104.250271,1.125572,1775.0,2031.0,2019-11-27 11:17:22.519,31.763,0,15,394.0,23.0,L,0.0,130.0,false,false,0,"0.0,0.0,3.615,4.878","0.0,0.0,129.969,363.115","0,0,152,503",
143,104.245034,1.124273,1715.0,2029.0,2019-11-27 11:17:22.519,31.727,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.849,2.924","0.0,0.0,139.729,399.824","0,0,140,379",
144,104.243785,1.124097,1701.0,2030.0,2019-11-27 11:17:22.519,31.719,0,17,83.0,31.0,M,0.0,92.0,false,false,0,"0.0,0.0,3.725,4.723","0.0,0.0,134.353,371.939","0,0,167,516",
145,104.249746,1.125009,1768.0,2026.0,2019-11-27 11:17:22.519,31.759,0,8,63.0,15.0,S,0.0,142.0,false,false,0,"0.0,0.0,3.529,3.978","0.0,0.0,132.571,369.175","0,0,152,429",
146,104.24335,1.123101,1694.0,2020.0,2019-11-27 11:17:22.519,31.715,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.562,3.376","0.0,0.0,135.159,365.188","0,0,159,381",
147,104.235936,1.110688,1585.0,1905.0,2019-11-27 11:17:22.519,31.65,0,3,36.0,13.0,S,0.0,116.0,false,false,0,"0.0,0.0,3.668,3.614","0.0,0.0,154.385,399.001","0,0,182,473",
148,104.226448,1.104689,1468.0,1863.0,2019-11-27 11:17:22.519,31.581,0,13,297.0,28.0,L,0.0,134.0,false,false,0,"0.0,0.0,3.359,3.07","0.0,0.0,150.435,360.541","0,0,182,393",
149,104.228003,1.103397,1482.0,1846.0,2019-11-27 11:17:22.519,31.589,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.457,3.139","0.0,0.0,158.166,375.539","0,0,141,405",
150,104.224163,1.100682,1434.0,1826.0,2019-11-27 11:17:22.519,31.56,0,4,64.0,10.0,S,0.0,62.0,false,false,0,"0.0,0.0,3.922,3.13","0.0,0.0,161.851,385.335","0,0,216,424",
151,104.22285,1.099498,1417.0,1816.0,2019-11-27 11:17:22.519,31.55,0,16,183.0,23.0,L,0.0,102.0,false,false,0,"0.0,0.0,3.623,3.969","0.0,0.0,154.041,377.39","0,0,193,494",
152,104.217339,1.099946,1358.0,1834.0,2019-11-27 11:17:22.519,31.515,3,55,88.0,78.0,M,0.0,15.0,false,false,0,"0.0,0.0,3.533,4.756","0.0,0.0,148.042,394.036","0,0,186,590",TP
153,104.190325,1.107081,1080.0,1971.0,2019-11-27 11:17:22.519,31.349,0,161,206.0,77.0,L,0.0,30.0,false,false,0,"0.0,0.0,25.298,33.877","0.0,0.0,131.862,422.293","0,0,888,3245",
154,104.1864,1.103896,1030.0,1946.0,2019-11-27 11:17:22.519,31.319,0,76,138.0,53.0,L,0.0,29.0,false,false,0,"0.0,0.0,25.336,20.046","0.0,0.0,132.861,419.497","0,0,900,1969",
155,104.185899,1.095305,1005.0,1856.0,2019-11-27 11:17:22.519,31.305,0,101,148.0,67.0,L,0.0,32.0,false,false,0,"0.0,0.0,21.279,21.438","0.0,0.0,131.744,420.661","0,0,759,2086",
156,104.17604,1.099427,907.0,1922.0,2019-11-27 11:17:22.519,31.246,0,79,130.0,59.0,L,0.0,124.0,false,false,0,"0.0,0.0,16.308,28.515","0.0,0.0,133.664,401.143","0,0,600,2656",
157,104.180685,1.099607,958.0,1913.0,2019-11-27 11:17:22.519,31.276,0,91,135.0,65.0,L,0.0,71.0,false,false,0,"0.0,0.0,46.828,63.862","0.0,0.0,132.814,409.124","0,0,1617,5860",
158,104.174817,1.097812,890.0,1907.0,2019-11-27 11:17:22.519,31.236,0,31,81.0,36.0,M,0.0,20.0,false,false,0,"0.0,0.0,8.208,6.191","0.0,0.0,134.015,401.884","0,0,327,681",
159,104.175567,1.092466,886.0,1849.0,2019-11-27 11:17:22.519,31.233,0,139,192.0,73.0,L,0.0,155.0,false,false,0,"0.0,0.0,33.597,65.947","0.0,0.0,133.031,400.463","0,0,1163,5913",
160,104.149906,1.103231,631.0,2021.0,2019-11-27 11:17:22.519,31.08,0,96,177.0,72.0,L,0.0,100.0,false,false,0,"0.0,0.0,15.084,8.955","0.0,0.0,148.346,564.465","0,0,632,1766",
161,104.164192,1.103846,788.0,1996.0,2019-11-27 11:17:22.519,31.175,0,18,45.0,38.0,S,0.0,10.0,false,false,0,"0.0,0.0,7.3,3.663","0.0,0.0,135.517,411.911","0,0,294,456",
162,104.166424,1.097553,798.0,1924.0,2019-11-27 11:17:22.519,31.181,0,81,147.0,57.0,L,0.0,133.0,false,false,0,"0.0,0.0,15.47,17.542","0.0,0.0,135.078,407.922","0,0,563,1672",
163,104.161213,1.091295,727.0,1869.0,2019-11-27 11:17:22.519,31.138,0,43,93.0,45.0,M,0.0,100.0,false,false,0,"0.0,0.0,8.515,15.897","0.0,0.0,135.196,405.959","0,0,331,1513",
164,104.158386,1.08681,686.0,1828.0,2019-11-27 11:17:22.519,31.113,0,61,86.0,66.0,M,0.0,24.0,false,false,0,"0.0,0.0,32.278,50.847","0.0,0.0,135.591,405.391","0,0,1120,4623",
165,104.141783,1.095087,524.0,1953.0,2019-11-27 11:17:22.519,31.016,0,8,210.0,23.0,L,0.0,104.0,false,false,0,"0.0,0.0,3.083,3.259","0.0,0.0,147.345,444.542","0,0,153,461",
166,104.141344,1.094993,519.0,1953.0,2019-11-27 11:17:22.519,31.013,0,3,31.0,10.0,S,0.0,161.0,false,false,0,"0.0,0.0,3.122,3.087","0.0,0.0,148.271,448.244","0,0,153,442",
167,104.142261,1.094557,528.0,1947.0,2019-11-27 11:17:22.519,31.018,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.791,3.053","0.0,0.0,146.665,438.587","0,0,142,431",
168,104.139521,1.093611,496.0,1943.0,2019-11-27 11:17:22.519,30.999,0,12,49.0,22.0,S,0.0,141.0,false,false,0,"0.0,0.0,6.245,3.684","0.0,0.0,155.664,448.044","0,0,285,490",
169,104.140266,1.089166,494.0,1894.0,2019-11-27 11:17:22.519,30.998,0,10,35.0,25.0,S,0.0,10.0,false,false,0,"0.0,0.0,4.271,6.597","0.0,0.0,145.068,408.272","0,0,192,709",
170,104.147033,1.090612,571.0,1894.0,2019-11-27 11:17:22.519,31.044,0,48,102.0,47.0,M,0.0,24.0,false,false,0,"0.0,0.0,10.667,10.828","0.0,0.0,143.314,409.89","0,0,442,1140",
171,104.149109,1.090785,594.0,1891.0,2019-11-27 11:17:22.519,31.058,0,59,117.0,49.0,M,0.0,26.0,false,false,0,"0.0,0.0,8.86,11.938","0.0,0.0,140.324,414.693","0,0,365,1260",
172,104.142536,1.08577,511.0,1853.0,2019-11-27 11:17:22.519,31.008,0,18,48.0,34.0,S,0.0,172.0,false,false,0,"0.0,0.0,5.577,6.762","0.0,0.0,145.26,413.769","0,0,250,767",
173,104.139483,1.084125,474.0,1842.0,2019-11-27 11:17:22.519,30.986,0,9,28.0,28.0,S,0.0,100.0,false,false,0,"0.0,0.0,4.563,10.412","0.0,0.0,140.66,398.058","0,0,193,1048",
174,104.14527,1.084549,538.0,1834.0,2019-11-27 11:17:22.519,31.024,3,36,81.0,42.0,M,0.0,64.0,false,false,0,"0.0,0.0,7.294,5.172","0.0,0.0,140.722,419.208","0,0,306,631",TP
175,104.220058,1.09836,1384.0,1811.0,2019-11-27 11:17:22.519,31.531,0,6,28.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.258,4.456","0.0,0.0,136.849,351.98","0,0,156,490",
176,104.219765,1.097125,1378.0,1798.0,2019-11-27 11:17:22.519,31.527,0,36,145.0,36.0,L,0.0,115.0,false,false,0,"0.0,0.0,5.181,4.929","0.0,0.0,138.956,354.624","0,0,224,529",
177,104.218164,1.093804,1353.0,1767.0,2019-11-27 11:17:22.519,31.512,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.206,3.115","0.0,0.0,144.24,362.195","0,0,154,367",
178,104.213273,1.083373,1276.0,1667.0,2019-11-27 11:17:22.519,31.466,0,7,32.0,16.0,S,0.0,145.0,false,false,0,"0.0,0.0,3.869,5.876","0.0,0.0,129.979,344.751","0,0,156,567",
179,104.210135,1.081258,1237.0,1652.0,2019-11-27 11:17:22.519,31.443,0,82,265.0,41.0,L,0.0,11.0,false,false,0,"0.0,0.0,6.108,11.937","0.0,0.0,131.455,378.095","0,0,239,1255",
180,104.182324,1.089126,952.0,1798.0,2019-11-27 11:17:22.519,31.273,0,115,162.0,69.0,L,0.0,31.0,false,false,0,"0.0,0.0,28.033,26.086","0.0,0.0,130.908,408.086","0,0,959,2465",
181,104.186191,1.083363,981.0,1728.0,2019-11-27 11:17:22.519,31.29,0,139,173.0,77.0,L,0.0,20.0,false,false,0,"0.0,0.0,51.235,72.849","0.0,0.0,129.565,401.034","0,0,1674,6294",
182,104.153663,1.084808,630.0,1817.0,2019-11-27 11:17:22.519,31.08,0,50,108.0,43.0,M,0.0,14.0,false,false,0,"0.0,0.0,5.243,20.424","0.0,0.0,136.436,409.485","0,0,228,1950",
183,104.154524,1.081562,632.0,1781.0,2019-11-27 11:17:22.519,31.081,0,59,119.0,52.0,M,0.0,30.0,false,false,0,"0.0,0.0,7.225,10.283","0.0,0.0,135.52,406.604","0,0,292,1052",
184,104.16537,1.07711,740.0,1709.0,2019-11-27 11:17:22.519,31.146,0,64,82.0,75.0,M,0.0,64.0,false,false,0,"0.0,0.0,4.627,5.687","0.0,0.0,132.848,376.194","0,0,198,586",
185,104.147441,1.079868,551.0,1779.0,2019-11-27 11:17:22.519,31.032,0,47,118.0,40.0,M,0.0,86.0,false,false,0,"0.0,0.0,11.194,7.751","0.0,0.0,138.179,408.016","0,0,437,833",
186,104.151257,1.080503,594.0,1777.0,2019-11-27 11:17:22.519,31.058,0,46,107.0,40.0,M,0.0,3.0,false,false,0,"0.0,0.0,8.385,13.624","0.0,0.0,136.266,409.839","0,0,334,1371",
187,104.152181,1.078714,600.0,1756.0,2019-11-27 11:17:22.519,31.062,0,46,88.0,49.0,M,0.0,7.0,false,false,0,"0.0,0.0,14.048,11.368","0.0,0.0,136.282,407.871","0,0,525,1166",
188,104.149471,1.075427,563.0,1727.0,2019-11-27 11:17:22.519,31.039,0,56,111.0,47.0,M,0.0,19.0,false,false,0,"0.0,0.0,14.567,14.416","0.0,0.0,136.342,412.313","0,0,541,1448",
189,104.146769,1.073857,530.0,1717.0,2019-11-27 11:17:22.519,31.02,0,25,53.0,43.0,S,0.0,44.0,false,false,0,"0.0,0.0,7.512,9.884","0.0,0.0,136.739,417.693","0,0,297,1028",
190,104.152566,1.072478,590.0,1689.0,2019-11-27 11:17:22.519,31.056,0,67,126.0,49.0,L,0.0,16.0,false,false,0,"0.0,0.0,11.944,13.974","0.0,0.0,135.894,406.987","0,0,452,1396",
191,104.151885,1.07134,580.0,1678.0,2019-11-27 11:17:22.519,31.05,3,24,76.0,29.0,M,0.0,25.0,false,false,0,"0.0,0.0,0.739,3.624","0.0,0.0,135.976,408.339","0,0,76,461",AA
192,104.148949,1.070893,547.0,1680.0,2019-11-27 11:17:22.519,31.03,0,35,88.0,36.0,M,0.0,13.0,false,false,0,"0.0,0.0,6.142,6.552","0.0,0.0,136.659,415.24","0,0,256,732",
193,104.147245,1.070258,527.0,1677.0,2019-11-27 11:17:22.519,31.018,0,33,88.0,36.0,M,0.0,7.0,false,false,0,"0.0,0.0,4.548,9.168","0.0,0.0,136.869,420.307","0,0,200,969",
194,104.148233,1.069928,537.0,1672.0,2019-11-27 11:17:22.519,31.024,0,44,101.0,42.0,M,0.0,1.0,false,false,0,"0.0,0.0,4.366,9.531","0.0,0.0,136.795,417.886","0,0,195,1004",
195,104.149414,1.069548,549.0,1665.0,2019-11-27 11:17:22.519,31.031,0,42,71.0,57.0,M,0.0,172.0,false,false,0,"0.0,0.0,10.351,15.557","0.0,0.0,136.932,413.357","0,0,400,1560",
196,104.211746,1.072667,1235.0,1557.0,2019-11-27 11:17:22.519,31.442,0,52,86.0,54.0,M,0.0,15.0,false,false,0,"0.0,0.0,6.951,73.082","0.0,0.0,131.281,368.844","0,0,260,6984",
197,104.200322,1.073295,1112.0,1589.0,2019-11-27 11:17:22.519,31.368,0,29,184.0,34.0,L,0.0,64.0,false,false,0,"0.0,0.0,8.063,4.91","0.0,0.0,128.444,375.342","0,0,301,528",
198,104.195391,1.070527,1052.0,1571.0,2019-11-27 11:17:22.519,31.333,0,24,65.0,33.0,S,0.0,15.0,false,false,0,"0.0,0.0,3.896,20.155","0.0,0.0,128.781,384.188","0,0,172,1770",
199,104.190462,1.070827,999.0,1585.0,2019-11-27 11:17:22.519,31.301,0,39,73.0,48.0,M,0.0,84.0,false,false,0,"0.0,0.0,9.086,4.395","0.0,0.0,128.93,386.588","0,0,331,477",
200,104.157071,1.062339,616.0,1571.0,2019-11-27 11:17:22.519,31.071,3,37,76.0,45.0,M,0.0,164.0,false,false,0,"0.0,0.0,1.372,7.248","0.0,0.0,134.266,386.416","0,0,82,728",AA
201,104.146578,1.063346,504.0,1606.0,2019-11-27 11:17:22.519,31.004,0,47,79.0,56.0,M,0.0,28.0,false,false,0,"0.0,0.0,32.341,14.115","0.0,0.0,137.216,413.172","0,0,1135,1380",
202,104.151351,1.06247,554.0,1585.0,2019-11-27 11:17:22.519,31.034,3,8,28.0,22.0,S,0.0,55.0,false,false,0,"0.0,0.0,0.537,4.19","0.0,0.0,135.382,392.857","0,0,66,485",AA
203,104.58334,1.167822,5499.0,1724.0,2019-11-27 11:17:22.519,33.916,0,3,18.0,12.0,S,0.0,56.0,false,false,0,"0.0,0.0,1.695,3.224","0.0,0.0,119.514,397.374","0,0,82,398",
204,104.584497,1.171948,5521.0,1766.0,2019-11-27 11:17:22.519,33.928,0,89,758.0,35.0,L,0.0,5.0,false,false,0,"0.0,0.0,5.955,3.958","0.0,0.0,131.113,407.591","0,0,241,489",
205,104.583434,1.176593,5520.0,1817.0,2019-11-27 11:17:22.519,33.928,0,9,92.0,29.0,M,0.0,74.0,false,false,0,"0.0,0.0,4.017,3.674","0.0,0.0,130.507,397.203","0,0,168,440",
206,104.63973,1.180491,6142.0,1731.0,2019-11-27 11:17:22.519,34.277,0,13,116.0,36.0,M,0.0,111.0,false,false,0,"0.0,0.0,1.56,2.138","0.0,0.0,114.643,353.037","0,0,88,308",
207,105.523653,1.360991,16179.0,1646.0,2019-11-27 11:17:22.519,39.526,0,34,118.0,27.0,M,0.0,15.0,false,false,0,"0.0,0.0,0.577,7.276","0.0,0.0,76.912,169.675","0,0,39,329",
208,105.566914,1.378496,16690.0,1734.0,2019-11-27 11:17:22.519,39.774,0,134,145.0,106.0,L,0.0,121.0,false,false,0,"0.0,0.0,3.855,3.874","0.0,0.0,95.427,307.175","0,0,132,432",
209,105.566738,1.378459,16688.0,1734.0,2019-11-27 11:17:22.519,39.773,0,490,262.0,224.0,L,0.0,32.0,false,false,0,"0.0,0.0,3.699,3.759","0.0,0.0,94.499,284.246","0,0,132,432",
210,105.57517,1.381607,16787.0,1748.0,2019-11-27 11:17:22.519,39.821,0,1188,640.0,195.0,L,0.0,117.0,false,false,0,"0.0,0.0,3.133,6.569","0.0,0.0,87.752,216.192","0,0,104,431",
211,105.621564,1.392481,17317.0,1759.0,2019-11-27 11:17:22.519,40.076,0,1360,533.0,265.0,L,0.0,114.0,false,false,0,"0.0,0.0,2.849,6.803","0.0,0.0,94.331,210.465","0,0,102,411",
212,105.621882,1.392278,17320.0,1756.0,2019-11-27 11:17:22.519,40.077,0,83,329.0,46.0,L,0.0,13.0,false,false,0,"0.0,0.0,2.3,3.151","0.0,0.0,104.3,316.491","0,0,102,411",
213,105.617636,1.396328,17283.0,1809.0,2019-11-27 11:17:22.519,40.06,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.798,1.49","0.0,0.0,104.479,318.52","0,0,61,283",
214,105.621044,1.397595,17323.0,1814.0,2019-11-27 11:17:22.519,40.079,0,4,166.0,10.0,L,0.0,43.0,false,false,0,"0.0,0.0,0.787,1.501","0.0,0.0,100.893,316.799","0,0,59,260",
215,105.687712,1.409003,18075.0,1785.0,2019-11-27 11:17:22.519,40.438,0,560,760.0,123.0,L,0.0,81.0,false,false,0,"0.0,0.0,1.559,5.654","0.0,0.0,66.102,104.263","0,0,50,165",
216,104.584464,1.178256,5535.0,1833.0,2019-11-27 11:17:22.519,33.936,3,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.493,3.088","0.0,0.0,125.45,375.596","0,0,48,361",TP
217,104.597357,1.182903,5686.0,1853.0,2019-11-27 11:17:22.519,34.021,0,6,28.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.989,2.74","0.0,0.0,113.034,333.336","0,0,70,320",
218,105.495638,1.390429,15941.0,2022.0,2019-11-27 11:17:22.519,39.409,0,836,525.0,281.0,L,0.0,77.0,false,false,0,"0.0,0.0,3.299,4.505","0.0,0.0,92.1,314.409","0,0,117,470",
219,105.60723,1.40393,17187.0,1913.0,2019-11-27 11:17:22.519,40.013,0,8,58.0,32.0,S,0.0,23.0,false,false,0,"0.0,0.0,0.811,1.788","0.0,0.0,93.772,260.676","0,0,54,206",
220,105.606646,1.404526,17182.0,1921.0,2019-11-27 11:17:22.519,40.011,0,26,308.0,34.0,L,0.0,39.0,false,false,0,"0.0,0.0,1.234,2.05","0.0,0.0,92.389,248.859","0,0,63,213",
221,105.62005,1.399275,17316.0,1835.0,2019-11-27 11:17:22.519,40.075,0,4,22.0,17.0,S,0.0,10.0,false,false,0,"0.0,0.0,0.864,1.72","0.0,0.0,102.076,331.372","0,0,62,304",
222,105.620961,1.400189,17328.0,1842.0,2019-11-27 11:17:22.519,40.081,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.557,1.357","0.0,0.0,99.894,325.455","0,0,52,251",
223,105.620455,1.402604,17328.0,1869.0,2019-11-27 11:17:22.519,40.081,0,3,81.0,10.0,M,0.0,88.0,false,false,0,"0.0,0.0,0.966,1.387","0.0,0.0,97.046,285.715","0,0,61,215",
224,105.616031,1.40049,17275.0,1857.0,2019-11-27 11:17:22.519,40.056,0,981,739.0,358.0,L,0.0,180.0,false,false,0,"0.0,0.0,2.017,3.418","0.0,0.0,97.749,285.57","0,0,89,383",
225,105.621056,1.408947,17349.0,1935.0,2019-11-27 11:17:22.519,40.091,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.025,1.811","0.0,0.0,89.858,230.123","0,0,57,184",
226,104.278233,1.132357,2095.0,2040.0,2019-11-27 11:17:22.519,31.952,0,20,51.0,34.0,S,0.0,61.0,false,false,0,"0.0,0.0,8.309,9.064","0.0,0.0,128.881,334.854","0,0,306,828",
227,104.285492,1.134088,2178.0,2042.0,2019-11-27 11:17:22.519,32.001,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.764,3.832","0.0,0.0,144.133,359.157","0,0,142,447",
228,104.281659,1.13354,2135.0,2044.0,2019-11-27 11:17:22.519,31.975,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.137,4.311","0.0,0.0,132.67,340.459","0,0,142,454",
229,104.532359,1.183733,4980.0,2009.0,2019-11-27 11:17:22.519,33.622,0,26,267.0,28.0,L,0.0,34.0,false,false,0,"0.0,0.0,1.327,5.487","0.0,0.0,159.905,423.893","0,0,78,584",
230,104.584255,1.167837,5509.0,1722.0,2019-11-27 11:17:22.519,33.922,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.069,1.862","0.0,0.0,128.081,423.141","0,0,134,288",
231,104.604353,1.174473,5743.0,1747.0,2019-11-27 11:17:22.519,34.053,0,118,125.0,100.0,L,0.0,91.0,false,false,0,"0.0,0.0,3.134,3.837","0.0,0.0,120.487,418.698","0,0,142,524",
232,104.279446,1.132706,2109.0,2041.0,2019-11-27 11:17:22.519,31.96,0,3,18.0,12.0,S,0.0,55.0,false,false,0,"0.0,0.0,4.13,3.366","0.0,0.0,129.913,337.0","0,0,170,356",
233,104.278145,1.132338,2094.0,2040.0,2019-11-27 11:17:22.519,31.951,0,24,53.0,41.0,S,0.0,60.0,false,false,0,"0.0,0.0,6.464,6.515","0.0,0.0,151.854,431.69","0,0,306,828",
234,104.189307,1.159754,1189.0,2532.0,2019-11-27 11:17:22.519,31.414,0,9,32.0,24.0,S,0.0,80.0,false,false,0,"0.0,0.0,3.169,1.051","0.0,0.0,124.73,375.41","0,0,143,205",
235,104.154255,1.136473,754.0,2364.0,2019-11-27 11:17:22.519,31.154,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.738,2.425","0.0,0.0,161.233,452.595","0,0,162,364",
236,104.155479,1.124459,740.0,2234.0,2019-11-27 11:17:22.519,31.146,0,3,18.0,12.0,S,0.0,144.0,false,false,0,"0.0,0.0,2.283,1.951","0.0,0.0,163.737,498.935","0,0,158,397",
237,104.285203,1.145577,2201.0,2164.0,2019-11-27 11:17:22.519,32.014,0,14,43.0,30.0,S,0.0,2.0,false,false,0,"0.0,0.0,3.998,1.685","0.0,0.0,127.038,333.214","0,0,178,243",
238,104.154245,1.121578,720.0,2206.0,2019-11-27 11:17:22.519,31.134,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.328,1.425","0.0,0.0,161.665,502.335","0,0,156,327",
239,104.154146,1.120293,716.0,2193.0,2019-11-27 11:17:22.519,31.131,0,14,40.0,28.0,S,0.0,145.0,false,false,0,"0.0,0.0,7.65,5.199","0.0,0.0,158.225,494.409","0,0,387,829",
240,104.154685,1.118152,717.0,2169.0,2019-11-27 11:17:22.519,31.132,3,4,171.0,62.0,L,0.0,1.0,false,false,0,"0.0,0.0,2.143,1.909","0.0,0.0,161.47,482.161","0,0,152,385",AA
241,104.279601,1.149976,2150.0,2224.0,2019-11-27 11:17:22.519,31.984,0,42,91.0,50.0,M,0.0,113.0,false,false,0,"0.0,0.0,3.737,3.648","0.0,0.0,124.749,340.141","0,0,159,379",
242,104.293419,1.13921,2276.0,2078.0,2019-11-27 11:17:22.519,32.059,0,22,254.0,122.0,L,0.0,130.0,false,false,0,"0.0,0.0,2.812,2.083","0.0,0.0,167.237,499.035","0,0,176,405",
243,104.151521,1.131105,712.0,2314.0,2019-11-27 11:17:22.519,31.129,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.212,3.481","0.0,0.0,155.172,441.594","0,0,168,465",
244,104.152062,1.128513,712.0,2285.0,2019-11-27 11:17:22.519,31.129,0,9,198.0,69.0,L,0.0,98.0,false,false,0,"0.0,0.0,3.705,3.332","0.0,0.0,158.418,449.755","0,0,197,465",
245,104.152491,1.123821,706.0,2234.0,2019-11-27 11:17:22.519,31.125,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.883,2.229","0.0,0.0,172.456,542.298","0,0,138,465",
246,104.18731,1.114922,1065.0,2061.0,2019-11-27 11:17:22.519,31.34,0,109,172.0,61.0,L,0.0,22.0,false,false,0,"0.0,0.0,27.863,21.07","0.0,0.0,131.757,412.759","0,0,968,1983",
247,104.284252,1.135628,2168.0,2061.0,2019-11-27 11:17:22.519,31.995,0,21,368.0,246.0,L,0.0,146.0,false,false,0,"0.0,0.0,3.518,4.336","0.0,0.0,136.702,344.571","0,0,162,468",
248,104.281199,1.133983,2131.0,2050.0,2019-11-27 11:17:22.519,31.973,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.683,3.433","0.0,0.0,128.074,355.957","0,0,155,402",
